HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References	scientific_name	ncbi_id
3107	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Dactylocnemis	pacificus	Pacific sticky-toed gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	451	captivity	small	questionable	NA	NA	NA	NA	NA	451	Dactylocnemis pacificus	946233
3108	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gehyra	oceanica	Oceanic dtella	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Gehyra oceanica	747213
3109	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gekko	gecko	Tokay gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	485	captivity	large	acceptable	NA	NA	NA	NA	NA	485	Gekko gecko	36310
3110	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hemidactylus	frenatus	Common house gecko	365	365	58	NA	2	NA	NA	NA	NA	NA	NA	NA		unknown	medium	low	NA	NA	NA	NA	NA		Hemidactylus frenatus	47729
3111	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hemidactylus	turcicus	Mediterranean house gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Hemidactylus turcicus	58195
3112	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Heteronotia	binoei	Prickly gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Heteronotia binoei	13085
3113	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Mokopirirakau	granulatus	Forest gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Mokopirirakau granulatus	1165299
3114	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	astriata	Seychelles small day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Phelsuma astriata	232290
3115	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	cepediana	Blue-tailed day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Phelsuma cepediana	232312
3116	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	guentheri	Round island day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA	451	Phelsuma guentheri	232313
3117	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	guimbeaui	Orange-spotted day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Phelsuma guimbeaui	232314
3118	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	laticauda	Broad-tailed day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Phelsuma laticauda	143529
3119	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	lineata	Striped day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451,457	Phelsuma lineata	232296
3120	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	madagascariensis	Madagascar day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	451	captivity	large	acceptable	NA	NA	NA	NA	NA	451	Phelsuma madagascariensis	88162
3121	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	standingi	Standing's day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Phelsuma standingi	143530
3122	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	sundbergi	Seychelles giant day gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Phelsuma sundbergi	357329
3123	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Woodworthia	maculatus	Gray gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451,581	Woodworthia maculatus	1165302
3124	Animalia	Chordata	Reptilia	Squamata	Helodermatidae	Heloderma	horridum	Beaded lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Heloderma horridum	8551
3125	Animalia	Chordata	Reptilia	Squamata	Helodermatidae	Heloderma	suspectum	Gila monster	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.9	451	captivity	large	acceptable	NA	NA	NA	NA	NA	451	Heloderma suspectum	8554
3126	Animalia	Chordata	Reptilia	Squamata	Homalopsidae	Erpeton	tentaculatum	East Indian tentacled snake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Erpeton tentaculatum	192593
3127	Animalia	Chordata	Reptilia	Squamata	Homalopsidae	Myrrophis	chinensis	Chinese water snake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Myrrophis chinensis	192589
3128	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	cristatus	Marine iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Amblyrhynchus cristatus	51208
3129	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	fasciatus	Fiji banded iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Brachylophus fasciatus	46195
3130	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Conolophus	pallidus	Santa Fe land iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Conolophus pallidus	57097
3131	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Conolophus	subcristatus	Galapagos land iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	1	Conolophus subcristatus	31140
3132	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	bakeri	Baker's spinytail iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Ctenosaura bakeri	500334
3133	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	hemilopha	Cape spinytail iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Ctenosaura hemilopha	51210
3134	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	palearis	Honduran dwarf spiny-tailed iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA	451	Ctenosaura palearis	51211
3135	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	pectinata	Western spiny-tailed iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.2	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Ctenosaura pectinata	496808
3136	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	similis	Black iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Ctenosaura similis	51212
3137	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	cornuta	Rhinoceros iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Cyclura cornuta	57098
3138	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	cychlura	Andros island iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Cyclura cychlura	118679
3139	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	nubila	Cayman rock iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Cyclura nubila	51214
3140	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	rileyi	White cay ground iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	451	Cyclura rileyi	118684
3141	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Dipsosaurus	dorsalis	Desert iguana	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.5	NA	14.6	485	captivity	medium	acceptable	NA	NA	0.0441	69.5	305.5	37,485	Dipsosaurus dorsalis	51217
3142	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Iguana	iguana	Common green iguana	1640	1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	451	captivity	large	acceptable	NA	NA	NA	NA	NA	379,451,527	Iguana iguana	8517
3143	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sauromalus	ater	Northern chuckwalla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Sauromalus ater	65995
3144	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sauromalus	hispidus	Spiny chuckwalla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Sauromalus hispidus	65997
3145	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sauromalus	varius	Piebald chuckwalla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Sauromalus varius	51220
3146	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sceloporus	magister	Desert spiny lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Sceloporus magister	43627
3147	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sceloporus	poinsettii	Crevice spiny lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Sceloporus poinsettii	59770
3148	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sceloporus	serrifer	Blue spiny lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7	451	captivity	large	acceptable	NA	NA	NA	NA	NA	451	Sceloporus serrifer	383824
3149	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sceloporus	undulatus	Fence lizard	1095	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	19,528,641	Sceloporus undulatus	8520
3150	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Gallotia	galloti	Gallot's Canary Island lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	582	captivity	small	acceptable	NA	NA	NA	NA	NA	582	Gallotia galloti	39310
3151	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Gallotia	simonyi	Simony's Canary Island lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4	582	captivity	small	acceptable	NA	NA	NA	NA	NA	582	Gallotia simonyi	49203
3152	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	viridis	European green lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	NA	10	527	unknown	medium	acceptable	NA	NA	0.00337	15.7	293.83	37,527	Lacerta viridis	65476
3153	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	vivipara	Viviparous lizard	730	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	1075	wild	large	acceptable	NA	NA	NA	NA	NA	1075,1076,1143,1150	Lacerta vivipara	8523
3154	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Podarcis	muralis	Common wall lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	527	unknown	medium	acceptable	NA	NA	NA	NA	NA	527	Podarcis muralis	64176
3155	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Teira	dugesii	Madeira wall lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8	582	captivity	small	acceptable	NA	NA	NA	NA	NA	582	Teira dugesii	106894
3156	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Timon	lepidus	Jeweled lizard	912	912	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	527	unknown	medium	acceptable	NA	NA	NA	NA	NA	527	Timon lepidus	399537
3157	Animalia	Chordata	Reptilia	Squamata	Leiocephalidae	Leiocephalus	carinatus	Northern curly-tailed lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Leiocephalus carinatus	81825
3158	Animalia	Chordata	Reptilia	Squamata	Loxocemidae	Loxocemus	bicolor	Mexican burrowing python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.8	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Loxocemus bicolor	39078
3159	Animalia	Chordata	Reptilia	Squamata	Opluridae	Oplurus	cuvieri	Cuvier's Madagascar swift	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	Rob Coke, pers. comm.	captivity	small	acceptable	NA	NA	NA	NA	NA		Oplurus cuvieri	44151
3160	Animalia	Chordata	Reptilia	Squamata	Opluridae	Oplurus	cyclurus	Merrem's Madagascar swift	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Oplurus cyclurus	44149
3161	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Uma	notata	Colorado desert fringe-toed lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Uma notata	43645
3162	Animalia	Chordata	Reptilia	Squamata	Phyllodactylidae	Ptyodactylus	hasselquistii	Fan-footed gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Ptyodactylus hasselquistii	502504
3163	Animalia	Chordata	Reptilia	Squamata	Phyllodactylidae	Tarentola	annularis	Ringed wall gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Tarentola annularis	178379
3164	Animalia	Chordata	Reptilia	Squamata	Phyllodactylidae	Tarentola	mauritanica	Common wall gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Tarentola mauritanica	8569
3165	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Antaresia	childreni	Children's python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Antaresia childreni	51888
3166	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Aspidites	melanocephalus	Black-headed python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Aspidites melanocephalus	51883
3167	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Bothrochilus	boa	Bismarck ringed python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Bothrochilus boa	461341
3168	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Leiopython	albertisii	D'albert's python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Leiopython albertisii	NA
3169	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Liasis	fuscus	Brown water python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.8	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,876,1143	Liasis fuscus	129327
3170	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Liasis	mackloti	Macklot's python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Liasis mackloti	51889
3171	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Morelia	amethistina	Scrub python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Morelia amethistina	51894
3172	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Morelia	boeleni	Boelen's python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Morelia boeleni	51894
3173	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Morelia	spilota	Carpet python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Morelia spilota	51896
3174	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Morelia	viridis	Green tree python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6	451	captivity	large	acceptable	NA	NA	NA	NA	NA	451	Morelia viridis	129333
3175	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python	curtus	Short-tailed python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.8	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Python curtus	143536
3176	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python	molurus	Indian python	1095	1095	100	NA	40	NA	NA	NA	NA	12370	NA	34.2	485	captivity	large	acceptable	NA	NA	1.2661	12370	303	37,448,485	Python molurus	51750
3177	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python	regius	Ball python	1825	1825	77	NA	7	NA	NA	NA	NA	NA	NA	47.5	451	captivity	large	acceptable	NA	NA	NA	NA	NA	448,451	Python regius	51751
3178	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python	reticulatus	Reticulated python	NA	NA	NA	NA	NA	NA	NA	NA	NA	32000	NA	29.4	451	captivity	medium	acceptable	NA	NA	2.7349	32000	297.5	37,451	Python reticulatus	37579
3179	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python	sebae	African python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.3	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Python sebae	51752
3180	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python	timoriensis	Timor python	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Python timoriensis	37579
3181	Animalia	Chordata	Reptilia	Squamata	Sanziniidae	Acrantophis	dumerili	Dumeril's ground boa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Acrantophis dumerili	51850
3182	Animalia	Chordata	Reptilia	Squamata	Sanziniidae	Acrantophis	madagascariensis	Madagascar boa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Acrantophis madagascariensis	51851
3183	Animalia	Chordata	Reptilia	Squamata	Sanziniidae	Sanzinia	madagascariensis	Madagascar tree boa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Sanzinia madagascariensis	51881
3184	Animalia	Chordata	Reptilia	Squamata	Scincidae	Chalcides	ocellatus	Palaearctic eyed skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	451	captivity	large	acceptable	NA	NA	NA	NA	NA	451	Chalcides ocellatus	63341
3185	Animalia	Chordata	Reptilia	Squamata	Scincidae	Corucia	zebrata	Solomon Island skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Corucia zebrata	96731
3186	Animalia	Chordata	Reptilia	Squamata	Scincidae	Cyclodina	macgregori	Mcgregor's skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Cyclodina macgregori	NA
3187	Animalia	Chordata	Reptilia	Squamata	Scincidae	Egernia	cunninghami	Cunningham's skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Egernia cunninghami	186169
3188	Animalia	Chordata	Reptilia	Squamata	Scincidae	Egernia	hosmeri	Hosmer's skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Egernia hosmeri	1005980
3189	Animalia	Chordata	Reptilia	Squamata	Scincidae	Egernia	luctuosa	Mourning skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Egernia luctuosa	71014
3190	Animalia	Chordata	Reptilia	Squamata	Scincidae	Egernia	major	Land mullet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	485	captivity	small	questionable	NA	NA	NA	NA	NA	485	Egernia major	71014
3191	Animalia	Chordata	Reptilia	Squamata	Scincidae	Egernia	stokesii	Gidgee skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Egernia stokesii	78585
3192	Animalia	Chordata	Reptilia	Squamata	Scincidae	Eumeces	algeriensis	Algerian skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Eumeces algeriensis	63343
3193	Animalia	Chordata	Reptilia	Squamata	Scincidae	Eumeces	laticeps	Broadhead skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.7	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Eumeces laticeps	8528
3194	Animalia	Chordata	Reptilia	Squamata	Scincidae	Eumeces	obsoletus	Great Plains skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	7.3	451	captivity	small	acceptable	NA	NA	0.0206	30	300.5	37,451	Eumeces obsoletus	8528
3195	Animalia	Chordata	Reptilia	Squamata	Scincidae	Hemisphaeriodon	gerrardii	Pink-tongued skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Hemisphaeriodon gerrardii	245617
3196	Animalia	Chordata	Reptilia	Squamata	Scincidae	Oligosoma	grande	Grand skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	451	Oligosoma grande	105729
3197	Animalia	Chordata	Reptilia	Squamata	Scincidae	Oligosoma	otagense	Otago skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Oligosoma otagense	105739
3198	Animalia	Chordata	Reptilia	Squamata	Scincidae	Tiliqua	gigas	Great moluccan skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Tiliqua gigas	96725
3199	Animalia	Chordata	Reptilia	Squamata	Scincidae	Tiliqua	nigrolutea	Australian black and yellow skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	582	captivity	small	acceptable	NA	NA	NA	NA	NA	582	Tiliqua nigrolutea	155307
3200	Animalia	Chordata	Reptilia	Squamata	Scincidae	Tiliqua	scincoides	Australian blue-tongued lizard	NA	NA	NA	NA	10	NA	NA	14	NA	493	NA	26.6	451	captivity	large	acceptable	NA	NA	0.2127	493	303	37,448,451	Tiliqua scincoides	71010
3201	Animalia	Chordata	Reptilia	Squamata	Scincidae	Trachydosaurus	rugosus	Shingleback skink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Trachydosaurus rugosus	NA
3202	Animalia	Chordata	Reptilia	Squamata	Sphaerodactylidae	Gonatodes	albogularis	Yellowhead gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Gonatodes albogularis	460622
3203	Animalia	Chordata	Reptilia	Squamata	Sphaerodactylidae	Teratoscincus	scincus	Common wonder gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Teratoscincus scincus	102175
3204	Animalia	Chordata	Reptilia	Squamata	Teiidae	Ameiva	ameiva	Giant ameiva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Ameiva ameiva	8535
3205	Animalia	Chordata	Reptilia	Squamata	Teiidae	Cnemidophorus	sexlineatus	Six-lined racerunner	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	528	unknown	medium	acceptable	NA	NA	NA	NA	NA	528	Cnemidophorus sexlineatus	37196
3206	Animalia	Chordata	Reptilia	Squamata	Teiidae	Cnemidophorus	tigris	Western whiptail	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	7.8	1	wild	medium	acceptable	NA	NA	0.017	18	304.25	1,37	Cnemidophorus tigris	37196
3207	Animalia	Chordata	Reptilia	Squamata	Teiidae	Dracaena	guianensis	Guyana caiman lizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Dracaena guianensis	420545
3208	Animalia	Chordata	Reptilia	Squamata	Teiidae	Tupinambis	rufescens	Red tegu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Tupinambis rufescens	8531
3209	Animalia	Chordata	Reptilia	Squamata	Teiidae	Tupinambis	teguixin	Columbian tegu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.1	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Tupinambis teguixin	8532
